CUST_NUM,CUST_STAT,CUST_BAL,INV_NO,INV_AMT,CRID,SSN,phone,Email
CUST39417,INACTIVE,38098,INV275769,3318.77,OCBR854Z,640-90-7082,7595791957,w6arm422@company.com
CUST80295,SUSPENDED,130302,INV235769,1168.85,XPLO83WE,341-32-6536,6330416141,boues531@gmail.com
CUST55774,ACTIVE,447313,INV274185,1485.41,EBLXFNXR,199-78-4128,9989726763,n3diun19@gmail.com
CUST55447,SUSPENDED,132268,INV672524,2569.3,ID2FEVBF,855-73-5456,6621996969,xhdspf27@gmail.com
CUST12604,ACTIVE,192853,INV743082,2304.68,EQFOJP5X,419-86-3008,6177886430,hmb0ob74@gmail.com
CUST83962,INACTIVE,478201,INV443297,1010.03,WMAWBB68,291-30-3533,6734579125,xwdz5220@gmail.com
CUST22947,INACTIVE,397806,INV838164,2961.96,DE5JD76I,739-33-1893,6062406646,ii1aqa48@company.com
CUST91984,SUSPENDED,189049,INV113984,3222.36,ZKW4LWYI,687-89-7101,6981695429,uu5qmz82@yahoo.com
CUST44128,SUSPENDED,229506,INV473223,1032.42,WSY985TV,822-61-7589,8798334725,5q0pdr78@company.com
CUST76660,INACTIVE,460659,INV888030,2641.49,9WNT2KD4,222-79-8422,9301211995,31weuh53@gmail.com
CUST15038,SUSPENDED,40066,INV987834,821.79,JRG3OSFC,682-12-3043,8448317358,uek8lk14@yahoo.com
CUST22361,SUSPENDED,94062,INV561091,4544.01,EB6W7BRL,510-24-6362,7129062223,snow5983@outlook.com
CUST99767,ACTIVE,437969,INV351699,4729.29,2T7YJEEP,387-97-8679,6450998546,yoxse053@gmail.com
CUST59863,ACTIVE,32670,INV140748,4892.17,CIMLQTCY,283-25-6642,6462464976,q4kbtg27@gmail.com
CUST15633,INACTIVE,414300,INV722779,3817.65,Y685BUZL,317-19-5065,6029106296,epgu3n41@company.com
CUST99211,SUSPENDED,47134,INV948970,3698.56,HTBQNFY9,299-40-7020,7940972898,1e3m0w67@yahoo.com
CUST87341,ACTIVE,396249,INV286734,1251.11,5G6U97AS,532-27-6516,8611087243,qmydno79@yahoo.com
CUST96399,SUSPENDED,181614,INV731934,3495.61,BXTDZ4J3,653-67-6301,7142719072,gycsg419@outlook.com
CUST70649,INACTIVE,138981,INV340975,1786.27,831JERJW,269-91-7100,8437338749,uyeepi46@outlook.com
CUST11936,ACTIVE,51709,INV654902,3843.01,K8GLQBAP,481-51-6135,6423406985,69wkwq82@outlook.com
CUST72591,ACTIVE,396133,INV415950,1616.06,7B14903O,896-80-4512,8219455494,pfw46661@yahoo.com
CUST23604,ACTIVE,166838,INV260024,3322.15,MXB5RS9D,172-13-9556,8101614125,ocrjns81@gmail.com
CUST45466,ACTIVE,33299,INV474735,3543.52,PHHXG0OE,687-48-1850,7961576263,ess53f15@outlook.com
CUST52983,ACTIVE,364485,INV647984,82.0,U78FLUU5,107-79-9381,9341477473,3zu2gn73@yahoo.com
CUST70150,SUSPENDED,499918,INV667627,345.19,NQU8FTSL,569-66-9947,8100505093,xeo5bc61@yahoo.com
CUST65722,ACTIVE,46361,INV170744,4870.46,S61V1C7C,273-41-8543,8100447690,4fdbha56@company.com
CUST95534,SUSPENDED,88816,INV693914,2468.05,NZJPO580,183-74-6591,9923755858,td4zvs79@outlook.com
CUST47041,INACTIVE,369451,INV581679,272.02,ST2FD5LB,536-95-3695,9015498799,w93nj183@company.com
CUST59367,INACTIVE,236914,INV114307,2881.77,0I06PXJA,848-25-6445,8871808310,s8is7232@company.com
CUST13313,ACTIVE,194576,INV165457,4812.48,90AKRB4G,336-39-3668,9951593892,eiypar38@outlook.com
CUST71898,INACTIVE,192517,INV562385,3252.88,NGFV71PK,539-65-5034,8035563830,bqvqjg16@gmail.com
CUST10840,SUSPENDED,406814,INV819585,1803.42,P8SBB27H,560-95-2502,9485362888,42o9tp62@yahoo.com
CUST30286,INACTIVE,82210,INV244196,4849.48,RKTX728O,768-91-1774,8347216042,rhg0fx25@outlook.com
CUST91243,SUSPENDED,194419,INV321246,2622.16,0IRUI8P5,476-37-4199,9809025138,wtg17m46@outlook.com
CUST12338,SUSPENDED,133236,INV928113,4683.48,LQZS8G6B,763-20-8190,8318006451,imw3yb48@company.com
CUST70821,INACTIVE,430379,INV334751,1084.54,BRUBXFTI,216-34-7192,6083732306,ed2sb092@yahoo.com
CUST60060,INACTIVE,121585,INV497228,3558.32,E89CUQTN,361-85-7725,9154664212,xet6fw63@outlook.com
CUST86695,INACTIVE,248771,INV359077,2917.81,HITJT10V,527-62-8592,7602513158,h0su0195@outlook.com
CUST78270,INACTIVE,495872,INV331864,106.11,TZQFY7M9,442-23-1289,6238841894,6evaet15@yahoo.com
CUST57390,ACTIVE,97033,INV664887,1019.44,L7X9U7RJ,452-65-3087,6017136955,knj8dd35@gmail.com
CUST74574,INACTIVE,418142,INV273989,263.74,IQYUU6WB,517-66-4942,8300307590,4xafxo95@gmail.com
CUST29101,INACTIVE,402501,INV819717,1547.44,QB875P14,193-52-9249,7699695691,omo82p89@company.com
CUST77237,INACTIVE,86922,INV776791,4689.06,JFODFCM4,609-60-6737,8114831714,gp4iig69@company.com
CUST54728,ACTIVE,352456,INV735760,1442.4,Q5G3PONO,236-87-6073,7437168564,ifk31y45@yahoo.com
CUST17076,ACTIVE,469251,INV817136,267.75,0DFY7XSQ,406-98-7346,6045281428,tc0dyl75@gmail.com
CUST35520,INACTIVE,292288,INV593886,4382.3,AQ800IEK,143-62-3217,6293388672,26e6a555@yahoo.com
CUST73668,ACTIVE,216022,INV437665,2773.11,J32Y4KMX,711-18-5005,6636033526,anfmj812@outlook.com
CUST32202,INACTIVE,116599,INV871994,2040.04,JVSKL92W,157-40-9930,9287159260,wtyngs29@gmail.com
CUST27525,ACTIVE,250401,INV230319,3897.81,1Q0U18PQ,779-79-6877,6016781046,gov8zq88@outlook.com
CUST25561,INACTIVE,301241,INV759659,4922.75,2R6BNF9J,545-82-3128,8704922297,l69tmk58@outlook.com
CUST95577,INACTIVE,1881,INV186722,2580.65,EY1EG84V,225-41-8425,7482249905,nhuth096@gmail.com
CUST69236,ACTIVE,213365,INV856626,3212.28,1RBA4HV2,588-15-4200,7533458999,o7jw1p61@outlook.com
CUST34876,ACTIVE,278268,INV663686,2834.59,50IKMM5L,796-60-8311,9341205344,urkc5740@outlook.com
CUST29370,SUSPENDED,202604,INV510697,2441.09,ZC7J6BFC,186-60-4174,6027353804,8y6afq30@company.com
CUST97038,ACTIVE,185487,INV505979,3846.26,CS38XJFQ,186-40-5881,9662299787,7as68f66@gmail.com
CUST87233,INACTIVE,435411,INV288705,3713.44,TSV3GGR9,558-54-1851,8246365903,ejwt1513@gmail.com
CUST18628,INACTIVE,405355,INV887815,2484.04,CDTIAI4F,592-30-8075,7788738884,xx3awa78@yahoo.com
CUST62096,INACTIVE,267333,INV116781,2518.93,NNBSOAI7,600-89-7797,9680905672,8b93ck69@company.com
CUST59659,SUSPENDED,239333,INV539970,3613.69,RJMJLOTD,287-36-7348,8379382851,40hsra92@company.com
CUST83496,SUSPENDED,116420,INV867586,4813.39,3BKWI0DI,578-55-4326,9096154085,a1200030@company.com
CUST97631,SUSPENDED,334125,INV120813,1326.4,VOWON0NX,747-39-3793,7192812561,ans32x43@company.com
CUST70962,ACTIVE,311605,INV851562,4464.26,PBDGMOI4,273-87-5461,7002337500,lnbmdm10@gmail.com
CUST32547,SUSPENDED,2235,INV674486,4651.68,N2HRPM2T,946-86-4554,6215957431,ehogxl70@yahoo.com
CUST55392,ACTIVE,212406,INV118212,2502.89,NT72MVDY,340-55-2904,6241878195,9oqu4r85@gmail.com
CUST20397,SUSPENDED,473329,INV299530,3493.98,NK0TQBWH,985-63-7919,6730725000,g5wctd27@gmail.com
CUST75237,ACTIVE,83492,INV471827,3830.55,8N3BJOWO,617-79-3784,8940322503,lvftl519@gmail.com
CUST62367,ACTIVE,499524,INV755367,4762.59,G50RUH6U,526-42-1255,8059864322,s39p0c26@gmail.com
